filename,true_label,pred_label,confidence,correct,usage,brightness_category,p50,variant,seed,inside_energy,outside_energy,border_ratio,peripheral_attention
001639a390f0.jpeg,4,4,0.5644845366477966,True,hold_out,Normal,115.0,no_mask,42,0.882329883981848,0.11767025725053055,0.20697333643752236,0.1459151912147128
0024cdab0c1e.jpeg,1,1,0.9323520064353943,True,hold_out,Dark,92.0,no_mask,42,0.8437707549047326,0.15622925908697838,0.27347934590589756,0.2160374217593771
00e4ddff966a.jpeg,2,2,0.9501993656158447,True,hold_out,Bright,141.0,no_mask,42,0.5350936070139624,0.4649063304318434,0.40169990816124795,0.3278923210295428
0125fbd2e791.jpeg,0,0,0.9875593781471252,True,hold_out,Normal,119.0,no_mask,42,0.7943253824148184,0.20567459201889524,0.2479730696163089,0.27548724990557927
01b3aed3ed4c.jpeg,1,1,0.8993338942527771,True,hold_out,Normal,111.0,no_mask,42,0.9934624240291249,0.00653766321373284,0.027335940408534397,0.01815320525305335
02da652c74b8.jpeg,0,0,0.9302939176559448,True,hold_out,Normal,115.0,no_mask,42,0.7646488819397731,0.23535108875084262,0.2860625633156956,0.3194004195569566
02dda30d3acf.jpeg,4,2,0.4288681447505951,False,hold_out,Dark,93.0,no_mask,42,0.8018520067346467,0.19814805881077233,0.1469928307542841,0.1671416063868921
0318598cfd16.jpeg,4,2,0.9189024567604065,False,hold_out,Normal,126.0,no_mask,42,0.8052698243509131,0.19473023583526453,0.11979716920619007,0.16023835996556615
032d7b0b4bf6.jpeg,2,2,0.744279146194458,True,hold_out,ExtremelyDark,59.0,no_mask,42,0.4784030708456027,0.5215969291533102,0.46610401728005074,0.5148898129532276
03b373718013.jpeg,0,0,0.9947041869163513,True,hold_out,Normal,114.0,no_mask,42,0.7635012836907896,0.2364986990331176,0.28255006222410256,0.31410322434649995
0415fc68b176.jpeg,2,2,0.9761266708374023,True,hold_out,ExtremelyDark,63.0,no_mask,42,0.6831122562730109,0.3168877437263024,0.2757510476833143,0.2597357124147649
0519b934f6b1.jpeg,2,2,0.8056455850601196,True,hold_out,Dark,85.0,no_mask,42,0.5468654178339807,0.4531346393824798,0.3990639475979135,0.48433226912235855
