dataset,filename,true_label,pred_label,confidence,correct,usage,brightness_category,p50,variant,seed,inside_energy,outside_energy,border_ratio,peripheral_attention,central_retinal_energy,outside_to_inside_ratio,retina_area_ratio,border_area_ratio,cam_peak_inside
APTOS,001639a390f0.jpeg,4,2,0.49278274178504944,False,hold_out,Normal,115.0,adaptive_feather,123,0.32382041094957303,0.676179660819881,0.4808194054423579,0.3523606305944897,0.16812127348669934,2.088131621955921,0.4456313775510204,0.35563506261164773,True
APTOS,0024cdab0c1e.jpeg,1,1,0.8821252584457397,True,hold_out,Dark,92.0,adaptive_feather,123,0.6748147617319248,0.3251852382673131,0.4144939006324828,0.3089754627039806,0.3951081589372798,0.4818881445536811,0.5343989158163265,0.3288580592226714,True
APTOS,00e4ddff966a.jpeg,2,2,0.9441969394683838,True,hold_out,Bright,141.0,adaptive_feather,123,0.6603486598262087,0.33965140777139186,0.18092388120919728,0.13354039905734125,0.5408758173391591,0.5143516195175826,0.5412747130102041,0.32630067380966665,True
APTOS,0125fbd2e791.jpeg,0,0,0.9946951270103455,True,hold_out,Normal,119.0,adaptive_feather,123,0.7029116988315027,0.2970883411530758,0.2674084254344014,0.24161506741687427,0.5149471882275505,0.422653851714813,0.7121332908163265,0.2779861188849552,True
APTOS,01b3aed3ed4c.jpeg,1,1,0.9481040239334106,True,hold_out,Normal,111.0,adaptive_feather,123,0.795055685556055,0.20494433859379527,0.3066597943351457,0.2261904892086034,0.5512440725384469,0.25777356195210827,0.5360730229591837,0.3284259052716453,True
APTOS,02da652c74b8.jpeg,0,0,0.9570556282997131,True,hold_out,Normal,115.0,adaptive_feather,123,0.6589069610721731,0.3410930155156266,0.2659524195288624,0.24186478834788142,0.4836690605306187,0.5176649064140272,0.7133091517857143,0.27758375010469744,False
APTOS,02dda30d3acf.jpeg,4,4,0.7919330596923828,True,hold_out,Dark,93.0,adaptive_feather,123,0.8324196775644146,0.1675802726087609,0.29363808837645977,0.23513183234523177,0.5879895547174508,0.20131704609136017,0.6014229910714286,0.31179375020700806,True
APTOS,0318598cfd16.jpeg,4,2,0.46762707829475403,False,hold_out,Normal,126.0,adaptive_feather,123,0.14809934890635096,0.8519006398524043,0.7989742343423193,0.7335169336823221,0.029771785007303198,5.7522236837709375,0.6141183035714286,0.30878821314976673,False
APTOS,032d7b0b4bf6.jpeg,2,2,0.8307144641876221,True,hold_out,ExtremelyDark,59.0,adaptive_feather,123,0.31352255186221534,0.6864774481372699,0.36265859945017465,0.3127220584702877,0.19982090230781957,2.1895631499686394,0.5881895727040817,0.3156913902347048,False
APTOS,03b373718013.jpeg,0,0,0.9988334774971008,True,hold_out,Normal,114.0,adaptive_feather,123,0.7190087702679576,0.2809913387621724,0.26122838725369235,0.23532220673010695,0.5311832687895984,0.39080376550819523,0.7123724489795918,0.27783683974925083,True
APTOS,0415fc68b176.jpeg,2,2,0.9735580086708069,True,hold_out,ExtremelyDark,63.0,adaptive_feather,123,0.5418605629882409,0.45813933153485453,0.341566873066483,0.28160988229128664,0.3567789448503035,0.8454930186345126,0.5955237563775511,0.3132090626149348,True
APTOS,0519b934f6b1.jpeg,2,2,0.7590035200119019,True,hold_out,Dark,85.0,adaptive_feather,123,0.29690028061746965,0.703099786143123,0.5975009404795073,0.5077634363956771,0.1195020837199019,2.3681343816837357,0.5999880420918368,0.31157615014106904,False
APTOS,05339950962e.jpeg,0,0,0.9946883916854858,True,hold_out,Dark,100.0,adaptive_feather,123,0.6911754861668603,0.308824608381397,0.22586256818607378,0.2066935984345148,0.5350648157939552,0.4468107016149803,0.7092434630102041,0.2782476747125978,True
APTOS,054b1b305160.jpeg,0,0,0.9929242134094238,True,hold_out,Normal,115.0,adaptive_feather,123,0.7047502733582423,0.2952497716793668,0.21150115616294285,0.19192001995912894,0.555694775736824,0.4189423951310196,0.7136080994897959,0.2775791766742229,True
APTOS,06586082a24d.jpeg,0,0,0.9979609251022339,True,hold_out,Normal,113.0,adaptive_feather,123,0.26624537097995815,0.7337546131151638,0.46604239889803317,0.30816957432786124,0.1421637395929617,2.7559336819833797,0.31760204081632654,0.39871987951782206,True
APTOS,0773a1c326ad.jpeg,0,0,0.9948644042015076,True,hold_out,VeryDark,70.0,adaptive_feather,123,0.2428356213265324,0.7571643786730603,0.5778380084904264,0.37911019491369713,0.1025159695086736,3.1180118606850096,0.30935108418367346,0.4042649143149051,False
APTOS,07d8db76b301.jpeg,2,2,0.7480539083480835,True,hold_out,Dark,87.0,adaptive_feather,123,0.23271744268895575,0.7672824616723912,0.555576834284125,0.41385394451054913,0.10342502259712844,3.297055948347465,0.4407485650510204,0.3570427311777721,False
APTOS,0851d6a69589.jpeg,0,0,0.9933357238769531,True,hold_out,Dark,103.0,adaptive_feather,123,0.6248297642315073,0.3751702748085168,0.3059064510288059,0.2787335047537728,0.4336903085582814,0.6004359751741143,0.7085259885204082,0.2784731793760293,True
APTOS,08bef347f40d.jpeg,0,0,0.9939568042755127,True,hold_out,Dark,104.0,adaptive_feather,123,0.6639784061079897,0.33602167361975455,0.26293353667859287,0.23877615647240172,0.489396215511801,0.5060731877240777,0.7085658482142857,0.2784012600904907,True
