source_dataset,external_dataset,filename,true_label,pred_label,confidence,correct,usage,brightness_category,p50,variant,seed,abs_path,path_resolution_mode,compute_device,compute_device_name,inside_energy,outside_energy,border_ratio,peripheral_attention,central_retinal_energy,outside_to_inside_ratio,retina_area_ratio,border_area_ratio,cam_peak_inside
EYEPACS,MESSIDOR2,20051020_43808_0100_PP.png,0,1,0.45995813608169556,False,external_test,ExtremelyDark,68.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_43808_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.8744620689639734,0.12553796336184733,0.19733974384212152,0.09452486060376666,0.7018959482749713,0.14356021419542803,0.27812101403061223,0.4224292368323737,True
EYEPACS,MESSIDOR2,20051020_43832_0100_PP.png,1,1,0.5645055770874023,True,external_test,VeryDark,70.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_43832_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.8799087272169279,0.12009116257764182,0.2038774352094658,0.09504396425912177,0.7005151926935153,0.13648138437342872,0.27780213647959184,0.42255542004417634,True
EYEPACS,MESSIDOR2,20051020_43882_0100_PP.png,1,1,0.4083769917488098,True,external_test,Bright,133.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_43882_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.7406994777163918,0.2593004464692783,0.2664415273044084,0.1403269984155741,0.5433463776000588,0.35007509896991107,0.27939652423469385,0.42142806191567056,True
EYEPACS,MESSIDOR2,20051020_43906_0100_PP.png,2,0,0.4781508147716522,False,external_test,Bright,135.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_43906_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.3199590477117775,0.6800409522877091,0.5139758534089767,0.31283610035807835,0.1555078231081932,2.125399909448093,0.2791772959183674,0.42168760708136654,True
EYEPACS,MESSIDOR2,20051020_44261_0100_PP.png,0,0,0.7282693386077881,True,external_test,VeryDark,83.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44261_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.08459510646341364,0.9154048181152671,0.645450332024135,0.43757289184872833,0.029993166908986256,10.821012564137417,0.2786391900510204,0.42243044131290863,False
EYEPACS,MESSIDOR2,20051020_44284_0100_PP.png,0,0,0.7373401522636414,True,external_test,VeryDark,77.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44284_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.19080362686532223,0.8091964059299623,0.5604648480592093,0.35807024732677073,0.08386490112510335,4.240990471796559,0.27836017219387754,0.42263907782600224,False
EYEPACS,MESSIDOR2,20051020_44338_0100_PP.png,0,0,0.41878002882003784,True,external_test,Dark,88.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44338_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.7212604968739527,0.27873950312485835,0.23854895925161843,0.12011028405117391,0.549204555995366,0.38646161888574165,0.27859933035714285,0.4223478074251217,True
EYEPACS,MESSIDOR2,20051020_44349_0100_PP.png,2,2,0.4532703757286072,True,external_test,Dark,93.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44349_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.6402738508146294,0.3597260210299076,0.3215385491950038,0.17434130310827706,0.43440112573619516,0.5618314959355409,0.279117506377551,0.42213495180262606,True
EYEPACS,MESSIDOR2,20051020_44400_0100_PP.png,0,0,0.6193971037864685,True,external_test,Dark,102.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44400_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.5093822178143373,0.4906177194350555,0.359012236238621,0.20383395772358892,0.3265077686966238,0.9631622240536407,0.2784000318877551,0.4220774572264141,True
EYEPACS,MESSIDOR2,20051020_44431_0100_PP.png,0,0,0.4918346703052521,True,external_test,Dark,91.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44431_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.6064076241378263,0.3935923758609416,0.3742092429051564,0.2140937475039189,0.3794842862172957,0.6490557732185221,0.27792171556122447,0.4228038723553798,True
EYEPACS,MESSIDOR2,20051020_44598_0100_PP.png,2,1,0.6489914655685425,False,external_test,Dark,85.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44598_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.8922468539660181,0.10775313559406927,0.20029477189767908,0.09555009760510404,0.7135344738744728,0.12076605695772231,0.2787587691326531,0.4218917566308559,True
EYEPACS,MESSIDOR2,20051020_44636_0100_PP.png,2,1,0.3614835739135742,False,external_test,VeryDark,76.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44636_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.8400940132986319,0.1599059038531432,0.2385522978198655,0.12028525875763302,0.6396876560415306,0.19034286570123682,0.2784398915816326,0.4221601889625494,True
EYEPACS,MESSIDOR2,20051020_44692_0100_PP.png,0,1,0.4373157322406769,False,external_test,Dark,97.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44692_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.941830683346556,0.05816925359008681,0.16394051762475717,0.07253629303903489,0.7874264736038429,0.06176190052099189,0.2785594706632653,0.4221220576658638,True
EYEPACS,MESSIDOR2,20051020_44714_0100_PP.png,0,0,0.5945524573326111,True,external_test,Dark,93.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44714_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.7399174884856724,0.2600824607894133,0.3054413455551569,0.16428847992636783,0.5139160952028163,0.35150197328986327,0.2784398915816326,0.4221601889625494,True
EYEPACS,MESSIDOR2,20051020_44762_0100_PP.png,1,0,0.4039580523967743,False,external_test,Dark,106.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44762_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.628740381426181,0.371259545956987,0.3289693994375637,0.18153997214252304,0.4219040357462655,0.5904814626508303,0.2785594706632653,0.4226228804461453,True
EYEPACS,MESSIDOR2,20051020_44782_0100_PP.png,1,0,0.6253944635391235,False,external_test,Dark,103.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44782_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.47541753528337477,0.5245824959200459,0.38525796450259614,0.22045171822391554,0.2922591433512606,1.1034142536901244,0.27865911989795916,0.4226147904445554,True
EYEPACS,MESSIDOR2,20051020_44901_0100_PP.png,2,2,0.4694705009460449,True,external_test,Dark,95.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44901_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.06035733094274342,0.9396426331675982,0.7418784833899976,0.48375112003799453,0.015579525801472757,15.56799253398138,0.2783203125,0.42312925170037724,False
EYEPACS,MESSIDOR2,20051020_44923_0100_PP.png,2,2,0.8369314074516296,True,external_test,Dark,98.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44923_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.48442762166311043,0.51557241495127,0.3837433858048831,0.2183053044011333,0.2985317259487015,1.0642919215430282,0.2784000318877551,0.4230796764260698,True
EYEPACS,MESSIDOR2,20051020_44982_0100_PP.png,0,0,0.6839238405227661,True,external_test,VeryDark,82.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_44982_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.5449310614769663,0.4550689835702526,0.3505612055178324,0.19622185519612817,0.353899371641489,0.8350945787268947,0.2783801020408163,0.4223224513169943,True
EYEPACS,MESSIDOR2,20051020_45004_0100_PP.png,1,0,0.501363217830658,False,external_test,VeryDark,79.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_45004_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.45386848829936777,0.5461315116995381,0.41557123137399915,0.24664407510931877,0.26525380173494395,1.2032813771959878,0.27828045280612246,0.4224020625936959,True
EYEPACS,MESSIDOR2,20051020_45050_0100_PP.png,3,2,0.3508431017398834,False,external_test,Normal,127.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_45050_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.4811967530107063,0.5188032181640893,0.2883713042677246,0.15374027948903723,0.3424334177356148,1.078151928782917,0.2788185586734694,0.42187276626131387,True
EYEPACS,MESSIDOR2,20051020_45068_0100_PP.png,3,3,0.6261160373687744,True,external_test,Normal,124.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_45068_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.2941797200854976,0.7058203069590787,0.5477973026163366,0.3450827289989038,0.13302886293823307,2.3992825975941505,0.2786192602040816,0.4221030042915435,False
EYEPACS,MESSIDOR2,20051020_45110_0100_PP.png,4,3,0.8910812735557556,False,external_test,Normal,110.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_45110_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.3013913668262973,0.6986086888884234,0.5502634628645034,0.34240994208077874,0.13554670963899312,2.3179451789393988,0.27867904974489793,0.422226989916025,False
EYEPACS,MESSIDOR2,20051020_45137_0100_PP.png,4,3,0.9729923605918884,False,external_test,Normal,114.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_45137_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.5801036094291105,0.4198963905701162,0.3736921797381227,0.2118402612070857,0.36332342714759364,0.7238299788292013,0.2786391900510204,0.42207281310319567,True
EYEPACS,MESSIDOR2,20051020_53062_0100_PP.png,3,3,0.5021604299545288,True,external_test,VeryDark,73.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_53062_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.11422469891695003,0.8857753220984731,0.841708147845525,0.5885519972721076,0.01808083915335128,7.754673489625599,0.27780213647959184,0.42277064351788307,False
EYEPACS,MESSIDOR2,20051020_53178_0100_PP.png,3,3,0.8422232866287231,True,external_test,VeryDark,76.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_53178_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.18037144211913028,0.8196285756714572,0.766535844275749,0.5177673531492106,0.042110266451108366,4.54411474788214,0.2778419961734694,0.422925184706676,False
EYEPACS,MESSIDOR2,20051020_54209_0100_PP.png,3,3,0.8712610006332397,True,external_test,VeryDark,80.0,hard_mask,2024,C:\Users\USER\Desktop\Articulo\Datasets\MESSIDOR2\hard_mask\r224\20051020_54209_0100_PP.png,direct_exact,GPU,NVIDIA GeForce RTX 4060,0.3140080478966699,0.6859920011964207,0.4683566172518186,0.27677648843845404,0.16694030079393857,2.1846318396776905,0.27836017219387754,0.4223526884796861,True
